Junction,Vehicles,Year,Month,Day,Hour,DayOfWeek
1,27,2015,11,4,11,Wednesday
1,31,2015,11,4,12,Wednesday
1,24,2015,11,4,13,Wednesday
1,23,2015,11,4,14,Wednesday
1,26,2015,11,4,15,Wednesday
1,26,2015,11,4,16,Wednesday
1,24,2015,11,4,17,Wednesday
1,23,2015,11,4,18,Wednesday
1,25,2015,11,4,19,Wednesday
1,26,2015,11,4,20,Wednesday
1,24,2015,11,4,21,Wednesday
1,26,2015,11,4,22,Wednesday
1,24,2015,11,4,23,Wednesday
1,19,2015,11,5,0,Thursday
1,20,2015,11,5,1,Thursday
1,18,2015,11,5,2,Thursday
1,13,2015,11,5,3,Thursday
1,13,2015,11,5,4,Thursday
1,9,2015,11,5,5,Thursday
1,12,2015,11,5,6,Thursday
1,12,2015,11,5,7,Thursday
1,15,2015,11,5,8,Thursday
1,16,2015,11,5,9,Thursday
1,23,2015,11,5,10,Thursday
1,24,2015,11,5,11,Thursday
1,25,2015,11,5,12,Thursday
1,24,2015,11,5,13,Thursday
1,26,2015,11,5,14,Thursday
1,22,2015,11,5,15,Thursday
1,20,2015,11,5,16,Thursday
1,20,2015,11,5,17,Thursday
1,22,2015,11,5,18,Thursday
1,26,2015,11,5,19,Thursday
1,22,2015,11,5,20,Thursday
1,21,2015,11,5,21,Thursday
1,21,2015,11,5,22,Thursday
1,21,2015,11,5,23,Thursday
1,16,2015,11,6,0,Friday
1,18,2015,11,6,1,Friday
1,19,2015,11,6,2,Friday
1,14,2015,11,6,3,Friday
1,12,2015,11,6,4,Friday
1,13,2015,11,6,5,Friday
1,14,2015,11,6,6,Friday
1,14,2015,11,6,7,Friday
1,13,2015,11,6,8,Friday
1,20,2015,11,6,9,Friday
1,22,2015,11,6,10,Friday
1,26,2015,11,6,11,Friday
1,26,2015,11,6,12,Friday
1,21,2015,11,6,13,Friday
1,23,2015,11,6,14,Friday
1,23,2015,11,6,15,Friday
1,19,2015,11,6,16,Friday
1,19,2015,11,6,17,Friday
1,20,2015,11,6,18,Friday
1,24,2015,11,6,19,Friday
1,18,2015,11,6,20,Friday
1,19,2015,11,6,21,Friday
1,16,2015,11,6,22,Friday
1,17,2015,11,6,23,Friday
1,16,2015,11,7,0,Saturday
1,16,2015,11,7,1,Saturday
1,10,2015,11,7,2,Saturday
1,9,2015,11,7,3,Saturday
1,8,2015,11,7,4,Saturday
1,7,2015,11,7,5,Saturday
1,9,2015,11,7,6,Saturday
1,8,2015,11,7,7,Saturday
1,12,2015,11,7,8,Saturday
1,13,2015,11,7,9,Saturday
1,17,2015,11,7,10,Saturday
1,14,2015,11,7,11,Saturday
1,14,2015,11,7,12,Saturday
1,14,2015,11,7,13,Saturday
1,14,2015,11,7,14,Saturday
1,11,2015,11,7,15,Saturday
1,15,2015,11,7,16,Saturday
1,13,2015,11,7,17,Saturday
1,12,2015,11,7,18,Saturday
1,17,2015,11,7,19,Saturday
1,18,2015,11,7,20,Saturday
1,17,2015,11,7,21,Saturday
1,16,2015,11,7,22,Saturday
1,15,2015,11,7,23,Saturday
1,13,2015,11,8,0,Sunday
1,16,2015,11,8,1,Sunday
1,11,2015,11,8,2,Sunday
1,8,2015,11,8,3,Sunday
1,10,2015,11,8,4,Sunday
1,10,2015,11,8,5,Sunday
1,10,2015,11,8,6,Sunday
1,9,2015,11,8,7,Sunday
1,11,2015,11,8,8,Sunday
1,12,2015,11,8,9,Sunday
1,18,2015,11,8,10,Sunday
1,14,2015,11,8,11,Sunday
1,17,2015,11,8,12,Sunday
1,14,2015,11,8,13,Sunday
1,14,2015,11,8,14,Sunday
1,14,2015,11,8,15,Sunday
1,12,2015,11,8,16,Sunday
1,14,2015,11,8,17,Sunday
1,18,2015,11,8,18,Sunday
1,13,2015,11,8,19,Sunday
1,16,2015,11,8,20,Sunday
1,18,2015,11,8,21,Sunday
1,14,2015,11,8,22,Sunday
1,14,2015,11,8,23,Sunday
1,13,2015,11,9,0,Monday
1,15,2015,11,9,1,Monday
1,11,2015,11,9,2,Monday
1,10,2015,11,9,3,Monday
1,9,2015,11,9,4,Monday
1,8,2015,11,9,5,Monday
1,8,2015,11,9,6,Monday
1,10,2015,11,9,7,Monday
1,11,2015,11,9,8,Monday
1,17,2015,11,9,9,Monday
1,19,2015,11,9,10,Monday
1,22,2015,11,9,11,Monday
1,23,2015,11,9,12,Monday
1,23,2015,11,9,13,Monday
1,24,2015,11,9,14,Monday
1,24,2015,11,9,15,Monday
1,19,2015,11,9,16,Monday
1,19,2015,11,9,17,Monday
1,20,2015,11,9,18,Monday
1,31,2015,11,9,19,Monday
1,25,2015,11,9,20,Monday
1,35,2015,11,9,21,Monday
1,21,2015,11,9,22,Monday
1,24,2015,11,9,23,Monday
1,19,2015,11,10,0,Tuesday
1,19,2015,11,10,1,Tuesday
1,18,2015,11,10,2,Tuesday
1,17,2015,11,10,3,Tuesday
1,12,2015,11,10,4,Tuesday
1,10,2015,11,10,5,Tuesday
1,14,2015,11,10,6,Tuesday
1,15,2015,11,10,7,Tuesday
1,14,2015,11,10,8,Tuesday
1,34,2015,11,10,9,Tuesday
1,40,2015,11,10,10,Tuesday
1,38,2015,11,10,11,Tuesday
1,36,2015,11,10,12,Tuesday
1,27,2015,11,10,13,Tuesday
1,48,2015,11,10,14,Tuesday
1,43,2015,11,10,15,Tuesday
1,41,2015,11,10,16,Tuesday
1,35,2015,11,10,17,Tuesday
1,40,2015,11,10,18,Tuesday
1,40,2015,11,10,19,Tuesday
1,40,2015,11,10,20,Tuesday
1,36,2015,11,10,21,Tuesday
1,37,2015,11,10,22,Tuesday
1,35,2015,11,10,23,Tuesday
1,28,2015,11,11,0,Wednesday
1,25,2015,11,11,1,Wednesday
1,19,2015,11,11,2,Wednesday
1,21,2015,11,11,3,Wednesday
1,20,2015,11,11,4,Wednesday
1,15,2015,11,11,5,Wednesday
1,17,2015,11,11,6,Wednesday
1,14,2015,11,11,7,Wednesday
1,19,2015,11,11,8,Wednesday
1,22,2015,11,11,9,Wednesday
1,30,2015,11,11,10,Wednesday
1,26,2015,11,11,11,Wednesday
1,26,2015,11,11,12,Wednesday
1,23,2015,11,11,13,Wednesday
1,23,2015,11,11,14,Wednesday
1,24,2015,11,11,15,Wednesday
1,22,2015,11,11,16,Wednesday
1,24,2015,11,11,17,Wednesday
1,26,2015,11,11,18,Wednesday
1,27,2015,11,11,19,Wednesday
1,22,2015,11,11,20,Wednesday
1,23,2015,11,11,21,Wednesday
1,22,2015,11,11,22,Wednesday
1,22,2015,11,11,23,Wednesday
1,22,2015,11,12,0,Thursday
1,17,2015,11,12,1,Thursday
1,15,2015,11,12,2,Thursday
1,12,2015,11,12,3,Thursday
1,13,2015,11,12,4,Thursday
1,9,2015,11,12,5,Thursday
1,14,2015,11,12,6,Thursday
1,13,2015,11,12,7,Thursday
1,15,2015,11,12,8,Thursday
1,27,2015,11,12,9,Thursday
1,39,2015,11,12,10,Thursday
1,40,2015,11,12,11,Thursday
1,36,2015,11,12,12,Thursday
1,34,2015,11,12,13,Thursday
1,33,2015,11,12,14,Thursday
1,28,2015,11,12,15,Thursday
1,30,2015,11,12,16,Thursday
1,26,2015,11,12,17,Thursday
1,30,2015,11,12,18,Thursday
1,35,2015,11,12,19,Thursday
1,38,2015,11,12,20,Thursday
1,34,2015,11,12,21,Thursday
1,30,2015,11,12,22,Thursday
1,27,2015,11,12,23,Thursday
1,24,2015,11,13,0,Friday
1,21,2015,11,13,1,Friday
1,16,2015,11,13,2,Friday
1,16,2015,11,13,3,Friday
1,13,2015,11,13,4,Friday
1,11,2015,11,13,5,Friday
1,13,2015,11,13,6,Friday
1,15,2015,11,13,7,Friday
1,17,2015,11,13,8,Friday
1,18,2015,11,13,9,Friday
1,24,2015,11,13,10,Friday
1,41,2015,11,13,11,Friday
1,29,2015,11,13,12,Friday
1,25,2015,11,13,13,Friday
1,25,2015,11,13,14,Friday
1,26,2015,11,13,15,Friday
1,25,2015,11,13,16,Friday
1,24,2015,11,13,17,Friday
1,26,2015,11,13,18,Friday
1,24,2015,11,13,19,Friday
1,28,2015,11,13,20,Friday
1,22,2015,11,13,21,Friday
1,23,2015,11,13,22,Friday
1,18,2015,11,13,23,Friday
1,21,2015,11,14,0,Saturday
1,20,2015,11,14,1,Saturday
1,15,2015,11,14,2,Saturday
1,13,2015,11,14,3,Saturday
1,10,2015,11,14,4,Saturday
1,10,2015,11,14,5,Saturday
1,12,2015,11,14,6,Saturday
1,9,2015,11,14,7,Saturday
1,11,2015,11,14,8,Saturday
1,15,2015,11,14,9,Saturday
1,16,2015,11,14,10,Saturday
1,16,2015,11,14,11,Saturday
1,12,2015,11,14,12,Saturday
1,11,2015,11,14,13,Saturday
1,14,2015,11,14,14,Saturday
1,16,2015,11,14,15,Saturday
1,18,2015,11,14,16,Saturday
1,13,2015,11,14,17,Saturday
1,17,2015,11,14,18,Saturday
1,15,2015,11,14,19,Saturday
1,19,2015,11,14,20,Saturday
1,15,2015,11,14,21,Saturday
1,19,2015,11,14,22,Saturday
1,15,2015,11,14,23,Saturday
1,15,2015,11,15,0,Sunday
1,13,2015,11,15,1,Sunday
1,14,2015,11,15,2,Sunday
1,10,2015,11,15,3,Sunday
1,8,2015,11,15,4,Sunday
1,9,2015,11,15,5,Sunday
1,9,2015,11,15,6,Sunday
1,9,2015,11,15,7,Sunday
1,9,2015,11,15,8,Sunday
1,16,2015,11,15,9,Sunday
1,18,2015,11,15,10,Sunday
1,18,2015,11,15,11,Sunday
1,17,2015,11,15,12,Sunday
1,18,2015,11,15,13,Sunday
1,14,2015,11,15,14,Sunday
1,15,2015,11,15,15,Sunday
1,13,2015,11,15,16,Sunday
1,15,2015,11,15,17,Sunday
1,19,2015,11,15,18,Sunday
1,18,2015,11,15,19,Sunday
1,21,2015,11,15,20,Sunday
1,17,2015,11,15,21,Sunday
1,17,2015,11,15,22,Sunday
1,15,2015,11,15,23,Sunday
1,17,2015,11,16,0,Monday
1,14,2015,11,16,1,Monday
1,13,2015,11,16,2,Monday
1,15,2015,11,16,3,Monday
1,12,2015,11,16,4,Monday
1,12,2015,11,16,5,Monday
1,13,2015,11,16,6,Monday
1,14,2015,11,16,7,Monday
1,13,2015,11,16,8,Monday
1,16,2015,11,16,9,Monday
1,26,2015,11,16,10,Monday
1,21,2015,11,16,11,Monday
1,26,2015,11,16,12,Monday
1,24,2015,11,16,13,Monday
1,26,2015,11,16,14,Monday
1,22,2015,11,16,15,Monday
1,24,2015,11,16,16,Monday
1,26,2015,11,16,17,Monday
1,23,2015,11,16,18,Monday
1,29,2015,11,16,19,Monday
1,31,2015,11,16,20,Monday
1,27,2015,11,16,21,Monday
1,27,2015,11,16,22,Monday
1,26,2015,11,16,23,Monday
1,23,2015,11,17,0,Tuesday
1,21,2015,11,17,1,Tuesday
1,19,2015,11,17,2,Tuesday
1,16,2015,11,17,3,Tuesday
1,11,2015,11,17,4,Tuesday
1,11,2015,11,17,5,Tuesday
1,15,2015,11,17,6,Tuesday
1,12,2015,11,17,7,Tuesday
1,12,2015,11,17,8,Tuesday
1,18,2015,11,17,9,Tuesday
1,31,2015,11,17,10,Tuesday
1,42,2015,11,17,11,Tuesday
1,37,2015,11,17,12,Tuesday
1,30,2015,11,17,13,Tuesday
1,33,2015,11,17,14,Tuesday
1,28,2015,11,17,15,Tuesday
1,29,2015,11,17,16,Tuesday
1,28,2015,11,17,17,Tuesday
1,28,2015,11,17,18,Tuesday
1,31,2015,11,17,19,Tuesday
1,28,2015,11,17,20,Tuesday
1,26,2015,11,17,21,Tuesday
1,26,2015,11,17,22,Tuesday
1,27,2015,11,17,23,Tuesday
1,24,2015,11,18,0,Wednesday
1,23,2015,11,18,1,Wednesday
1,20,2015,11,18,2,Wednesday
1,19,2015,11,18,3,Wednesday
1,20,2015,11,18,4,Wednesday
1,16,2015,11,18,5,Wednesday
1,19,2015,11,18,6,Wednesday
1,16,2015,11,18,7,Wednesday
1,17,2015,11,18,8,Wednesday
1,19,2015,11,18,9,Wednesday
1,30,2015,11,18,10,Wednesday
1,44,2015,11,18,11,Wednesday
1,35,2015,11,18,12,Wednesday
1,34,2015,11,18,13,Wednesday
1,31,2015,11,18,14,Wednesday
1,31,2015,11,18,15,Wednesday
1,28,2015,11,18,16,Wednesday
1,34,2015,11,18,17,Wednesday
1,37,2015,11,18,18,Wednesday
1,37,2015,11,18,19,Wednesday
1,34,2015,11,18,20,Wednesday
1,31,2015,11,18,21,Wednesday
1,29,2015,11,18,22,Wednesday
1,28,2015,11,18,23,Wednesday
1,32,2015,11,19,0,Thursday
1,23,2015,11,19,1,Thursday
1,20,2015,11,19,2,Thursday
1,16,2015,11,19,3,Thursday
1,18,2015,11,19,4,Thursday
1,17,2015,11,19,5,Thursday
1,16,2015,11,19,6,Thursday
1,17,2015,11,19,7,Thursday
1,18,2015,11,19,8,Thursday
1,25,2015,11,19,9,Thursday
1,31,2015,11,19,10,Thursday
1,32,2015,11,19,11,Thursday
1,31,2015,11,19,12,Thursday
1,29,2015,11,19,13,Thursday
1,31,2015,11,19,14,Thursday
1,31,2015,11,19,15,Thursday
1,30,2015,11,19,16,Thursday
1,28,2015,11,19,17,Thursday
1,29,2015,11,19,18,Thursday
1,36,2015,11,19,19,Thursday
1,29,2015,11,19,20,Thursday
1,28,2015,11,19,21,Thursday
1,30,2015,11,19,22,Thursday
1,29,2015,11,19,23,Thursday
1,24,2015,11,20,0,Friday
1,20,2015,11,20,1,Friday
1,15,2015,11,20,2,Friday
1,14,2015,11,20,3,Friday
1,13,2015,11,20,4,Friday
1,8,2015,11,20,5,Friday
1,12,2015,11,20,6,Friday
1,14,2015,11,20,7,Friday
1,15,2015,11,20,8,Friday
1,20,2015,11,20,9,Friday
1,26,2015,11,20,10,Friday
1,26,2015,11,20,11,Friday
1,26,2015,11,20,12,Friday
1,21,2015,11,20,13,Friday
1,26,2015,11,20,14,Friday
1,29,2015,11,20,15,Friday
1,20,2015,11,20,16,Friday
1,22,2015,11,20,17,Friday
1,25,2015,11,20,18,Friday
1,27,2015,11,20,19,Friday
1,26,2015,11,20,20,Friday
1,24,2015,11,20,21,Friday
1,25,2015,11,20,22,Friday
1,21,2015,11,20,23,Friday
1,17,2015,11,21,0,Saturday
1,16,2015,11,21,1,Saturday
1,15,2015,11,21,2,Saturday
1,15,2015,11,21,3,Saturday
1,15,2015,11,21,4,Saturday
1,8,2015,11,21,5,Saturday
1,12,2015,11,21,6,Saturday
1,13,2015,11,21,7,Saturday
1,12,2015,11,21,8,Saturday
1,16,2015,11,21,9,Saturday
1,18,2015,11,21,10,Saturday
1,17,2015,11,21,11,Saturday
1,18,2015,11,21,12,Saturday
1,15,2015,11,21,13,Saturday
1,21,2015,11,21,14,Saturday
1,18,2015,11,21,15,Saturday
1,17,2015,11,21,16,Saturday
1,17,2015,11,21,17,Saturday
1,19,2015,11,21,18,Saturday
1,22,2015,11,21,19,Saturday
1,18,2015,11,21,20,Saturday
1,17,2015,11,21,21,Saturday
1,22,2015,11,21,22,Saturday
1,17,2015,11,21,23,Saturday
1,15,2015,11,22,0,Sunday
1,15,2015,11,22,1,Sunday
1,11,2015,11,22,2,Sunday
1,12,2015,11,22,3,Sunday
1,11,2015,11,22,4,Sunday
1,8,2015,11,22,5,Sunday
1,11,2015,11,22,6,Sunday
1,9,2015,11,22,7,Sunday
1,8,2015,11,22,8,Sunday
1,15,2015,11,22,9,Sunday
1,18,2015,11,22,10,Sunday
1,18,2015,11,22,11,Sunday
1,20,2015,11,22,12,Sunday
1,20,2015,11,22,13,Sunday
1,20,2015,11,22,14,Sunday
1,15,2015,11,22,15,Sunday
1,16,2015,11,22,16,Sunday
1,16,2015,11,22,17,Sunday
1,21,2015,11,22,18,Sunday
1,27,2015,11,22,19,Sunday
1,26,2015,11,22,20,Sunday
1,24,2015,11,22,21,Sunday
1,20,2015,11,22,22,Sunday
1,20,2015,11,22,23,Sunday
1,21,2015,11,23,0,Monday
1,14,2015,11,23,1,Monday
1,16,2015,11,23,2,Monday
1,14,2015,11,23,3,Monday
1,11,2015,11,23,4,Monday
1,11,2015,11,23,5,Monday
1,9,2015,11,23,6,Monday
1,12,2015,11,23,7,Monday
1,16,2015,11,23,8,Monday
1,26,2015,11,23,9,Monday
1,33,2015,11,23,10,Monday
1,35,2015,11,23,11,Monday
1,33,2015,11,23,12,Monday
1,32,2015,11,23,13,Monday
1,28,2015,11,23,14,Monday
1,33,2015,11,23,15,Monday
1,27,2015,11,23,16,Monday
1,24,2015,11,23,17,Monday
1,27,2015,11,23,18,Monday
1,29,2015,11,23,19,Monday
1,26,2015,11,23,20,Monday
1,27,2015,11,23,21,Monday
1,28,2015,11,23,22,Monday
1,26,2015,11,23,23,Monday
1,23,2015,11,24,0,Tuesday
1,19,2015,11,24,1,Tuesday
1,18,2015,11,24,2,Tuesday
1,13,2015,11,24,3,Tuesday
1,12,2015,11,24,4,Tuesday
1,13,2015,11,24,5,Tuesday
1,16,2015,11,24,6,Tuesday
1,17,2015,11,24,7,Tuesday
1,23,2015,11,24,8,Tuesday
1,26,2015,11,24,9,Tuesday
1,29,2015,11,24,10,Tuesday
1,28,2015,11,24,11,Tuesday
1,31,2015,11,24,12,Tuesday
1,23,2015,11,24,13,Tuesday
1,28,2015,11,24,14,Tuesday
1,25,2015,11,24,15,Tuesday
1,24,2015,11,24,16,Tuesday
1,27,2015,11,24,17,Tuesday
1,28,2015,11,24,18,Tuesday
1,24,2015,11,24,19,Tuesday
1,29,2015,11,24,20,Tuesday
1,26,2015,11,24,21,Tuesday
1,25,2015,11,24,22,Tuesday
1,23,2015,11,24,23,Tuesday
1,21,2015,11,25,0,Wednesday
1,16,2015,11,25,1,Wednesday
1,16,2015,11,25,2,Wednesday
1,15,2015,11,25,3,Wednesday
1,11,2015,11,25,4,Wednesday
1,9,2015,11,25,5,Wednesday
1,10,2015,11,25,6,Wednesday
1,14,2015,11,25,7,Wednesday
1,17,2015,11,25,8,Wednesday
1,21,2015,11,25,9,Wednesday
1,28,2015,11,25,10,Wednesday
1,30,2015,11,25,11,Wednesday
1,29,2015,11,25,12,Wednesday
1,26,2015,11,25,13,Wednesday
1,26,2015,11,25,14,Wednesday
1,27,2015,11,25,15,Wednesday
1,26,2015,11,25,16,Wednesday
1,23,2015,11,25,17,Wednesday
1,28,2015,11,25,18,Wednesday
1,31,2015,11,25,19,Wednesday
1,26,2015,11,25,20,Wednesday
1,24,2015,11,25,21,Wednesday
1,24,2015,11,25,22,Wednesday
1,21,2015,11,25,23,Wednesday
1,22,2015,11,26,0,Thursday
1,16,2015,11,26,1,Thursday
1,13,2015,11,26,2,Thursday
1,11,2015,11,26,3,Thursday
1,13,2015,11,26,4,Thursday
1,12,2015,11,26,5,Thursday
1,11,2015,11,26,6,Thursday
1,13,2015,11,26,7,Thursday
1,11,2015,11,26,8,Thursday
1,21,2015,11,26,9,Thursday
1,32,2015,11,26,10,Thursday
1,33,2015,11,26,11,Thursday
1,26,2015,11,26,12,Thursday
1,25,2015,11,26,13,Thursday
1,30,2015,11,26,14,Thursday
1,30,2015,11,26,15,Thursday
1,28,2015,11,26,16,Thursday
1,25,2015,11,26,17,Thursday
1,24,2015,11,26,18,Thursday
1,29,2015,11,26,19,Thursday
1,31,2015,11,26,20,Thursday
1,26,2015,11,26,21,Thursday
1,28,2015,11,26,22,Thursday
1,21,2015,11,26,23,Thursday
1,20,2015,11,27,0,Friday
1,19,2015,11,27,1,Friday
1,14,2015,11,27,2,Friday
1,11,2015,11,27,3,Friday
1,9,2015,11,27,4,Friday
1,11,2015,11,27,5,Friday
1,10,2015,11,27,6,Friday
1,9,2015,11,27,7,Friday
1,16,2015,11,27,8,Friday
1,21,2015,11,27,9,Friday
1,33,2015,11,27,10,Friday
1,29,2015,11,27,11,Friday
1,28,2015,11,27,12,Friday
1,26,2015,11,27,13,Friday
1,27,2015,11,27,14,Friday
1,29,2015,11,27,15,Friday
1,26,2015,11,27,16,Friday
1,27,2015,11,27,17,Friday
1,27,2015,11,27,18,Friday
1,30,2015,11,27,19,Friday
1,24,2015,11,27,20,Friday
1,24,2015,11,27,21,Friday
1,24,2015,11,27,22,Friday
1,23,2015,11,27,23,Friday
1,21,2015,11,28,0,Saturday
1,13,2015,11,28,1,Saturday
1,16,2015,11,28,2,Saturday
1,11,2015,11,28,3,Saturday
1,10,2015,11,28,4,Saturday
1,8,2015,11,28,5,Saturday
1,11,2015,11,28,6,Saturday
1,10,2015,11,28,7,Saturday
1,16,2015,11,28,8,Saturday
1,19,2015,11,28,9,Saturday
1,21,2015,11,28,10,Saturday
1,25,2015,11,28,11,Saturday
1,21,2015,11,28,12,Saturday
1,18,2015,11,28,13,Saturday
1,18,2015,11,28,14,Saturday
1,22,2015,11,28,15,Saturday
1,18,2015,11,28,16,Saturday
1,16,2015,11,28,17,Saturday
1,16,2015,11,28,18,Saturday
1,26,2015,11,28,19,Saturday
1,28,2015,11,28,20,Saturday
1,22,2015,11,28,21,Saturday
1,22,2015,11,28,22,Saturday
1,21,2015,11,28,23,Saturday
1,22,2015,11,29,0,Sunday
1,17,2015,11,29,1,Sunday
1,13,2015,11,29,2,Sunday
1,10,2015,11,29,3,Sunday
1,12,2015,11,29,4,Sunday
1,12,2015,11,29,5,Sunday
1,9,2015,11,29,6,Sunday
1,13,2015,11,29,7,Sunday
1,14,2015,11,29,8,Sunday
1,18,2015,11,29,9,Sunday
1,20,2015,11,29,10,Sunday
1,21,2015,11,29,11,Sunday
1,22,2015,11,29,12,Sunday
1,17,2015,11,29,13,Sunday
1,20,2015,11,29,14,Sunday
1,19,2015,11,29,15,Sunday
1,20,2015,11,29,16,Sunday
1,20,2015,11,29,17,Sunday
1,21,2015,11,29,18,Sunday
1,20,2015,11,29,19,Sunday
1,22,2015,11,29,20,Sunday
1,24,2015,11,29,21,Sunday
1,21,2015,11,29,22,Sunday
1,18,2015,11,29,23,Sunday
1,20,2015,11,30,0,Monday
1,13,2015,11,30,1,Monday
1,15,2015,11,30,2,Monday
1,11,2015,11,30,3,Monday
1,12,2015,11,30,4,Monday
1,11,2015,11,30,5,Monday
1,11,2015,11,30,6,Monday
1,13,2015,11,30,7,Monday
1,16,2015,11,30,8,Monday
1,24,2015,11,30,9,Monday
1,35,2015,11,30,10,Monday
1,34,2015,11,30,11,Monday
1,36,2015,11,30,12,Monday
1,27,2015,11,30,13,Monday
1,33,2015,11,30,14,Monday
1,34,2015,11,30,15,Monday
1,28,2015,11,30,16,Monday
1,27,2015,11,30,17,Monday
1,28,2015,11,30,18,Monday
1,29,2015,11,30,19,Monday
1,31,2015,11,30,20,Monday
1,29,2015,11,30,21,Monday
1,26,2015,11,30,22,Monday
1,24,2015,11,30,23,Monday
1,21,2015,12,1,0,Tuesday
1,20,2015,12,1,1,Tuesday
1,18,2015,12,1,2,Tuesday
1,13,2015,12,1,3,Tuesday
1,14,2015,12,1,4,Tuesday
1,11,2015,12,1,5,Tuesday
1,11,2015,12,1,6,Tuesday
1,12,2015,12,1,7,Tuesday
1,16,2015,12,1,8,Tuesday
1,21,2015,12,1,9,Tuesday
1,30,2015,12,1,10,Tuesday
1,29,2015,12,1,11,Tuesday
1,28,2015,12,1,12,Tuesday
1,31,2015,12,1,13,Tuesday
1,26,2015,12,1,14,Tuesday
1,29,2015,12,1,15,Tuesday
1,25,2015,12,1,16,Tuesday
1,25,2015,12,1,17,Tuesday
1,25,2015,12,1,18,Tuesday
1,27,2015,12,1,19,Tuesday
1,27,2015,12,1,20,Tuesday
1,30,2015,12,1,21,Tuesday
1,24,2015,12,1,22,Tuesday
1,26,2015,12,1,23,Tuesday
1,21,2015,12,2,0,Wednesday
1,19,2015,12,2,1,Wednesday
1,18,2015,12,2,2,Wednesday
1,15,2015,12,2,3,Wednesday
1,17,2015,12,2,4,Wednesday
1,13,2015,12,2,5,Wednesday
1,14,2015,12,2,6,Wednesday
1,16,2015,12,2,7,Wednesday
1,18,2015,12,2,8,Wednesday
1,32,2015,12,2,9,Wednesday
1,39,2015,12,2,10,Wednesday
1,39,2015,12,2,11,Wednesday
1,38,2015,12,2,12,Wednesday
1,33,2015,12,2,13,Wednesday
1,33,2015,12,2,14,Wednesday
1,30,2015,12,2,15,Wednesday
1,29,2015,12,2,16,Wednesday
1,28,2015,12,2,17,Wednesday
1,29,2015,12,2,18,Wednesday
1,32,2015,12,2,19,Wednesday
1,35,2015,12,2,20,Wednesday
1,34,2015,12,2,21,Wednesday
1,31,2015,12,2,22,Wednesday
1,27,2015,12,2,23,Wednesday
1,23,2015,12,3,0,Thursday
1,22,2015,12,3,1,Thursday
1,15,2015,12,3,2,Thursday
1,17,2015,12,3,3,Thursday
1,13,2015,12,3,4,Thursday
